-3.78569e-05, -7.88961e-07, -1.54537e-05, 0.559732, -0.760312, -0.329586, -3.78568e-05, -7.88969e-07, -1.54538e-05, 0.559751, -0.760299, -0.329581, -0.329581, -0.329581, -0.329581, 0.99902, -0.0215621, -0.0308659, -0.0232837, -0.0807998, -0.0754958, -0.079897
-3.78569e-05, -7.88961e-07, -1.54537e-05, 0.559732, -0.760312, -0.329586, -3.78568e-05, -7.88969e-07, -1.54538e-05, 0.559751, -0.760299, -0.329581, -0.329581, -0.329581, -0.329581, 0.99902, -0.0215621, -0.0308659, -0.0232837, -0.0807998, -0.0754958, -0.079897
-3.78564e-05, -8.47984e-07, -1.5504e-05, 0.559732, -0.760311, -0.329586, -3.78561e-05, -8.47886e-07, -1.55036e-05, 0.559752, -0.760299, -0.329581, -0.329581, -0.329581, -0.329581, 0.998878, -0.0196458, -0.0349664, -0.0251854, -0.311911, -0.293338, -0.291324
-3.78558e-05, -9.08211e-07, -1.55544e-05, 0.559732, -0.760311, -0.329586, -3.78553e-05, -9.06883e-07, -1.55533e-05, 0.559752, -0.760299, -0.329581, -0.329581, -0.329581, -0.329581, 0.99985, -0.00450716, -0.0140695, -0.00906389, -0.34122, -0.338073, -0.329522
-3.78549e-05, -9.67281e-07, -1.56045e-05, 0.559732, -0.760311, -0.329586, -3.78542e-05, -9.6596e-07, -1.56029e-05, 0.559752, -0.760299, -0.329581, -0.329581, -0.329581, -0.329581, 0.99999, 0.00057689, -0.00355273, -0.00273102, -0.340779, -0.343136, -0.334685
-3.7854e-05, -1.02639e-06, -1.56546e-05, 0.559732, -0.760311, -0.329586, -3.78531e-05, -1.02512e-06, -1.56525e-05, 0.559752, -0.760299, -0.329581, -0.329581, -0.329581, -0.329581, 0.999996, 0.0024563, 0.00126234, 8.4545e-05, -0.338198, -0.341888, -0.33507
-3.78528e-05, -1.08666e-06, -1.57046e-05, 0.559732, -0.760311, -0.329586, -3.78517e-05, -1.08435e-06, -1.5702e-05, 0.559752, -0.760299, -0.329581, -0.329581, -0.329581, -0.329581, 0.999987, 0.00314106, 0.0035846, 0.00151654, -0.336091, -0.339924, -0.334539
-3.78515e-05, -1.14583e-06, -1.57546e-05, 0.559733, -0.760311, -0.329586, -3.78502e-05, -1.14367e-06, -1.57514e-05, 0.559752, -0.760299, -0.32958, -0.32958, -0.32958, -0.32958, 0.999981, 0.00331425, 0.00474966, 0.00227973, -0.334557, -0.338187, -0.333866
-3.78501e-05, -1.20617e-06, -1.58045e-05, 0.559733, -0.760311, -0.329586, -3.78485e-05, -1.20306e-06, -1.58008e-05, 0.559753, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999977, 0.00325059, 0.00532695, 0.00268314, -0.333441, -0.33678, -0.333241
-3.78484e-05, -1.26595e-06, -1.58543e-05, 0.559733, -0.760311, -0.329586, -3.78466e-05, -1.26253e-06, -1.585e-05, 0.559753, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999976, 0.00307553, 0.00557864, 0.0028766, -0.332616, -0.335652, -0.332702
-3.78466e-05, -1.32634e-06, -1.59041e-05, 0.559733, -0.760311, -0.329586, -3.78446e-05, -1.32208e-06, -1.58992e-05, 0.559753, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999976, 0.00284663, 0.00563752, 0.0029427, -0.331988, -0.334741, -0.332247
-3.78446e-05, -1.38558e-06, -1.59536e-05, 0.559733, -0.76031, -0.329586, -3.78424e-05, -1.3817e-06, -1.59483e-05, 0.559753, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999977, 0.00259433, 0.0055739, 0.00292602, -0.3315, -0.333993, -0.331863
-3.78425e-05, -1.44542e-06, -1.60031e-05, 0.559734, -0.76031, -0.329585, -3.78401e-05, -1.44141e-06, -1.59974e-05, 0.559753, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999979, 0.00233189, 0.0054294, 0.00285561, -0.331111, -0.33337, -0.331538
-3.78401e-05, -1.50587e-06, -1.60526e-05, 0.559734, -0.76031, -0.329585, -3.78376e-05, -1.50119e-06, -1.60464e-05, 0.559753, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999981, 0.00206629, 0.00522911, 0.00274955, -0.330795, -0.332842, -0.33126
-3.78376e-05, -1.56577e-06, -1.6102e-05, 0.559734, -0.76031, -0.329585, -3.78349e-05, -1.56104e-06, -1.60953e-05, 0.559754, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999983, 0.00180297, 0.0049881, 0.0026181, -0.330533, -0.332389, -0.331021
-3.78349e-05, -1.62744e-06, -1.61514e-05, 0.559734, -0.76031, -0.329585, -3.7832e-05, -1.62097e-06, -1.61441e-05, 0.559754, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999985, 0.00154302, 0.00471867, 0.00247112, -0.330314, -0.331996, -0.330814
-3.78321e-05, -1.68794e-06, -1.62006e-05, 0.559734, -0.76031, -0.329585, -3.7829e-05, -1.68097e-06, -1.61928e-05, 0.559754, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999987, 0.00129063, 0.00442823, 0.0023124, -0.33013, -0.331652, -0.330633
-3.78291e-05, -1.7479e-06, -1.62497e-05, 0.559734, -0.76031, -0.329585, -3.78259e-05, -1.74105e-06, -1.62415e-05, 0.559754, -0.760298, -0.32958, -0.32958, -0.32958, -0.32958, 0.999989, 0.00104897, 0.00412299, 0.00214552, -0.329974, -0.33135, -0.330474
-3.78259e-05, -1.80904e-06, -1.62988e-05, 0.559735, -0.76031, -0.329585, -3.78225e-05, -1.80121e-06, -1.629e-05, 0.559754, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.99999, 0.000819345, 0.00380969, 0.00197545, -0.329842, -0.331083, -0.330334
-3.78226e-05, -1.86904e-06, -1.63478e-05, 0.559735, -0.76031, -0.329585, -3.7819e-05, -1.86144e-06, -1.63385e-05, 0.559754, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999992, 0.000605494, 0.00349277, 0.00180374, -0.329733, -0.330848, -0.330211
-3.78191e-05, -1.93021e-06, -1.63967e-05, 0.559735, -0.760309, -0.329585, -3.78153e-05, -1.92174e-06, -1.6387e-05, 0.559755, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999994, 0.000408498, 0.00317792, 0.0016344, -0.329642, -0.33064, -0.330103
-3.78154e-05, -1.99024e-06, -1.64455e-05, 0.559735, -0.760309, -0.329585, -3.78115e-05, -1.98212e-06, -1.64353e-05, 0.559755, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999995, 0.000231521, 0.00286867, 0.00146833, -0.329569, -0.330457, -0.330008
-3.78116e-05, -2.05147e-06, -1.64943e-05, 0.559735, -0.760309, -0.329585, -3.78075e-05, -2.04256e-06, -1.64836e-05, 0.559755, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999996, 7.50146e-05, 0.00256921, 0.00130874, -0.329511, -0.330298, -0.329926
-3.78075e-05, -2.1121e-06, -1.65428e-05, 0.559735, -0.760309, -0.329585, -3.78033e-05, -2.10308e-06, -1.65318e-05, 0.559755, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999997, -5.96479e-05, 0.00228267, 0.00115659, -0.329467, -0.330159, -0.329854
-3.78033e-05, -2.17392e-06, -1.65914e-05, 0.559736, -0.760309, -0.329585, -3.7799e-05, -2.16367e-06, -1.65799e-05, 0.559755, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999997, -0.000173158, 0.00201203, 0.00101433, -0.329436, -0.33004, -0.329793
-3.7799e-05, -2.23518e-06, -1.66399e-05, 0.559736, -0.760309, -0.329585, -3.77945e-05, -2.22434e-06, -1.66279e-05, 0.559756, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999998, -0.000265149, 0.00175864, 0.000882145, -0.329415, -0.329937, -0.329741
-3.77945e-05, -2.29588e-06, -1.66883e-05, 0.559736, -0.760309, -0.329585, -3.77898e-05, -2.28507e-06, -1.66758e-05, 0.559756, -0.760297, -0.32958, -0.32958, -0.32958, -0.32958, 0.999999, -0.000335973, 0.00152336, 0.000759948, -0.329403, -0.32985, -0.329697
-3.77898e-05, -2.35718e-06, -1.67366e-05, 0.559736, -0.760309, -0.329585, -3.77849e-05, -2.34588e-06, -1.67237e-05, 0.559756, -0.760296, -0.32958, -0.32958, -0.32958, -0.32958, 0.999999, -0.00038752, 0.00130719, 0.000648711, -0.329399, -0.329777, -0.32966
-3.77848e-05, -2.41908e-06, -1.67849e-05, 0.559736, -0.760309, -0.329585, -3.77799e-05, -2.40676e-06, -1.67714e-05, 0.559756, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 0.999999, -0.000421948, 0.00111048, 0.000549009, -0.329402, -0.329716, -0.32963
-3.77798e-05, -2.47985e-06, -1.68331e-05, 0.559736, -0.760309, -0.329585, -3.77748e-05, -2.4677e-06, -1.68191e-05, 0.559756, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 0.999999, -0.000440136, 0.000932257, 0.000459331, -0.329409, -0.329666, -0.329606
-3.77746e-05, -2.54119e-06, -1.68812e-05, 0.559737, -0.760308, -0.329585, -3.77694e-05, -2.52872e-06, -1.68667e-05, 0.559756, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.000444785, 0.000772451, 0.000379975, -0.32942, -0.329625, -0.329587
-3.77692e-05, -2.6037e-06, -1.69291e-05, 0.559737, -0.760308, -0.329585, -3.77639e-05, -2.5898e-06, -1.69142e-05, 0.559757, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.000439081, 0.000630881, 0.000311582, -0.329433, -0.329592, -0.329572
-3.77637e-05, -2.6645e-06, -1.6977e-05, 0.559737, -0.760308, -0.329585, -3.77582e-05, -2.65095e-06, -1.69617e-05, 0.559757, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.000423436, 0.000505484, 0.000251566, -0.329448, -0.329567, -0.32956
-3.77579e-05, -2.72646e-06, -1.70248e-05, 0.559737, -0.760308, -0.329585, -3.77524e-05, -2.71217e-06, -1.7009e-05, 0.559757, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.000400959, 0.000395856, 0.000200477, -0.329464, -0.329547, -0.329552
-3.7752e-05, -2.78843e-06, -1.70725e-05, 0.559737, -0.760308, -0.329584, -3.77464e-05, -2.77346e-06, -1.70563e-05, 0.559757, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.00037338, 0.000300726, 0.000157494, -0.32948, -0.329533, -0.329546
-3.7746e-05, -2.84988e-06, -1.71203e-05, 0.559738, -0.760308, -0.329584, -3.77402e-05, -2.83482e-06, -1.71034e-05, 0.559757, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.000341664, 0.000218243, 0.00012117, -0.329496, -0.329522, -0.329543
-3.77397e-05, -2.91243e-06, -1.71677e-05, 0.559738, -0.760308, -0.329584, -3.77338e-05, -2.89625e-06, -1.71505e-05, 0.559757, -0.760296, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.00030848, 0.00014828, 9.19721e-05, -0.329511, -0.329515, -0.329541
-3.77332e-05, -2.97445e-06, -1.72151e-05, 0.559738, -0.760308, -0.329584, -3.77273e-05, -2.95774e-06, -1.71975e-05, 0.559758, -0.760295, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.000274328, 8.90207e-05, 6.84048e-05, -0.329525, -0.329511, -0.329541
-3.77267e-05, -3.03647e-06, -1.72624e-05, 0.559738, -0.760307, -0.329584, -3.77207e-05, -3.01929e-06, -1.72444e-05, 0.559758, -0.760295, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.00024021, 3.92648e-05, 4.96953e-05, -0.329538, -0.32951, -0.329541
-3.772e-05, -3.09794e-06, -1.73098e-05, 0.559738, -0.760307, -0.329584, -3.77138e-05, -3.08091e-06, -1.72913e-05, 0.559758, -0.760295, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.00020634, -2.50367e-06, 3.45475e-05, -0.32955, -0.32951, -0.329543
-3.7713e-05, -3.15999e-06, -1.73569e-05, 0.559738, -0.760307, -0.329584, -3.77068e-05, -3.1426e-06, -1.7338e-05, 0.559758, -0.760295, -0.329579, -0.329579, -0.329579, -0.329579, 1, -0.000173952, -3.69177e-05, 2.29991e-05, -0.32956, -0.329511, -0.329545
